Ticker,Sharpe Ratio
BHRB,1.8006877383515296
FIVN,1.5199168217015209
SHOP,1.514673724144548
AVGO,1.4956580391747991
APCX,1.4521683409431119
NVDA,1.4488460587128236
NCPL,1.4416874790197645
AMD,1.373177601393779
FRPT,1.361293106677484
LRCX,1.3223428735085279
CPRT,1.3058443788338987
NEWP,1.3028895473961335
ZYXI,1.3020409141656182
ENPH,1.2926103111475413
VEEV,1.2835097323016174
CWST,1.2796512542109184
SOWG,1.2708175170114477
IDXX,1.265548045979053
GRVY,1.2569029229390953
RNG,1.2373700166434134
RVYL,1.2366253699377348
SMLR,1.2331772469951776
NOVT,1.2324276954710498
EVO,1.2136244710904456
MASI,1.2103288241688812
TAL,1.1952591182504066
GNRC,1.1779157675441247
MSCI,1.1772077070788485
PDEX,1.1740803294746633
APPS,1.1727741536441239
CYRX,1.171806746653438
IVDA,1.1676808493686273
APPF,1.160409450548905
MELI,1.1441300771188714
ETSY,1.1428466340939851
EU,1.1310292360956566
WIX,1.129250648990306
TRUP,1.1221586450426226
ENTG,1.1176750759736123
PAYC,1.1152832325654913
MKTX,1.1141795323344725
TTEK,1.1134924809760633
WING,1.1024573829487598
OTRK,1.1014242463907657
WST,1.0998653769117275
SCWO,1.096936401951805
WMT,1.094657130260435
CTAS,1.0898902636934709
LULU,1.085942555803987
PODD,1.0854440380610852
CHGG,1.082409668573031
SLP,1.0770929329929653
TSM,1.076893715619336
SEDG,1.0767071323157695
SAIA,1.076021186886657
NEE,1.0752041741614538
PAYS,1.0742513694432103
RCAT,1.0713314314514277
IAC,1.068426952126293
ODFL,1.067102446308008
CDNS,1.066579313297421
DQ,1.065316469387329
POOL,1.0648130524594235
SCNX,1.0597616459270676
SNPS,1.059038753527679
VRNS,1.0589921959210995
MTA,1.0569232158352002
EP,1.05536877216237
LOGI,1.053982733293834
TTGT,1.0516789845103125
NICE,1.0510456478509433
MSFT,1.0479233364152611
STAA,1.0458025209101325
RGEN,1.0445635942015983
BLFS,1.0436538681501286
CAMT,1.0417689215941972
ADBE,1.0329305603303949
HEI,1.0317363871703116
UI,1.0308847528469554
FKWL,1.0306533337607373
CELH,1.029923354068283
QDEL,1.02921626162608
AMZN,1.0283730125812074
LFMD,1.0248327573425295
CABO,1.0235047463236282
PYPL,1.0232673689157608
CGC,1.0217934873732835
EXAS,1.0197917585500405
CCRD,1.0179151857816806
TECH,1.0157621907989154
TSLA,1.013374495176669
TDOC,1.0075049776525506
ARWR,1.0063722174257455
AAPL,0.9998984839111806
BEP,0.9974162524583557
NVMI,0.9968702590573633
LSCC,0.9968465454899675
ZTS,0.99479384451938
AUDC,0.9905614142087581
ISRG,0.9903134768523086
GRMN,0.9884602699325856
AMED,0.9862980728035978
NOW,0.9837513155730341
EDU,0.9823359521930575
MTCH,0.982177598061989
CSGP,0.9817273246065373
ALGN,0.980399909601241
WCN,0.9803359721012134
PGR,0.980313472353773
TREX,0.9798762723644086
FATE,0.9794028899075957
TMO,0.9761664008156548
TDY,0.9713630687342312
SANG,0.9709092905351203
VICR,0.9701036262461102
BURL,0.9700461658870292
ASND,0.9666816031108468
FICO,0.9655677835596167
ROL,0.9623102096353043
DTST,0.962263210441899
BRO,0.9605583067026787
ASML,0.9582010385360207
HTHT,0.9570687491370347
DHR,0.9567705409823717
BIO,0.9540314210651464
DG,0.9540145043886916
BLDP,0.9508112081515492
SIGA,0.9484281506953137
SMTI,0.9483547294766278
PRPH,0.9480986098352963
TER,0.9468049600025809
MPWR,0.9456857487803584
REXR,0.945464266830436
BST,0.9434672453302207
HUBS,0.9403045237596231
KRMD,0.9399678955231155
LIXT,0.9367455760483098
BLD,0.9329518681613527
HGBL,0.9318825224387745
SPGI,0.9316870973203973
VCEL,0.9305030783277742
WILC,0.9302105537359027
AXON,0.9294766886287569
FSV,0.9285986410636744
AMRC,0.9268337284184571
AEYE,0.9265815344625725
EVI,0.9255002322363383
NUZE,0.9254683012120553
TTWO,0.9237731583981309
NEO,0.922871751674721
RACE,0.9214759700295873
MRVL,0.920013496798335
PLUG,0.9194883505319302
DECK,0.9185580482470758
CDNA,0.9161397096841403
MED,0.9151386439588979
DRD,0.9137676620931687
IDN,0.9103667755932431
TT,0.9087574941331645
GLOB,0.9056479677112166
HMY,0.9055475785903335
AWK,0.9034644012435658
VIVK,0.9025796519220302
RMD,0.9024576896961926
DAR,0.9021628916740645
PEN,0.900530017436962
CMCL,0.8998972135837241
DPZ,0.8988586059752509
PEGA,0.8986968297181579
SHYF,0.8984237470279208
ZBRA,0.8983635668496696
STM,0.8947584879734946
VCYT,0.8913411341852869
INTU,0.8907587402582452
MTD,0.8900084770993607
BAH,0.8894680572340574
LPSN,0.8885957839565327
EPAM,0.8875964863756682
AJG,0.8823014170630123
NTRA,0.8802655215788608
LUNA,0.8799843758092953
IESC,0.8781117698912883
DE,0.8740727364844004
RUN,0.8731781858665777
INTZ,0.8726486533603487
TRNO,0.8722371225443365
UPLD,0.8715822046130367
ANSS,0.8699476643494127
HLI,0.8696581774459344
LAAC,0.869411500508009
RSG,0.8686223507637764
MA,0.86762336738564
CHE,0.8670053574417506
OLLI,0.865535725248657
IGC,0.8645880098445338
AZTA,0.8629493732905053
EXPO,0.8608473525775153
IDR,0.8597519011954022
SKY,0.8570667094534423
UNH,0.8537297296690871
FIVE,0.8497919584662627
NFLX,0.847989788144376
EHTH,0.8463356883806761
NXRT,0.8461730953104762
MSA,0.8457023581065738
WM,0.8427153405846554
NRC,0.8415973083897813
GLDG,0.8407464343883526
EMX,0.8399538883467489
HASI,0.8395298279202438
SAM,0.8393123604446842
TRU,0.838943888224847
CZR,0.838330570094137
PLNT,0.8383081318297366
ADUS,0.8380279312807865
PAR,0.8377643618371529
KRNT,0.8346771769580522
CSX,0.8339819092113558
PW,0.8331844990681418
A,0.8325682037687209
KEYS,0.8312635493686008
SOBR,0.8305664665744584
BR,0.8305177228079289
AMAT,0.829293660932989
MORN,0.8292136015359538
NEM,0.8291264520079044
NDAQ,0.829051402838399
QUBT,0.8289921455775744
CHTR,0.8283703618039575
TPCS,0.8260359243706673
BRTX,0.8252793232559633
NSSC,0.8252545870411193
W,0.8241084162716734
FOXF,0.8237195343896953
BZUN,0.8233731764292115
BTG,0.822640803079155
EL,0.8225622514640917
CDW,0.8219658174717782
NITO,0.8217094115070414
ALRM,0.8202409026097527
VERB,0.819023738749632
ARES,0.8185349754956426
PCTY,0.8176605447358631
ADSK,0.8158960930217245
OLED,0.8147524692191449
CROX,0.8144914427937546
GMGI,0.8111110828863398
GGG,0.8100050274251512
KEN,0.808538170784522
SPXC,0.8084286129173637
VRSK,0.8063362578293558
NIXX,0.8056888736788399
OFLX,0.8047215140630452
TMUS,0.8021038596365984
OPRX,0.8012552535293296
GIC,0.8003831906815286
NSP,0.7994979279972817
COST,0.7986570957289874
BBY,0.7985993031576482
AIFF,0.7982174299712972
OLB,0.7980934187175174
BABA,0.7972106508851505
PALT,0.7961034382485763
PAAS,0.7959940559411856
TOMZ,0.7957278978387184
QTWO,0.7944729634357476
KLAC,0.7910508692300086
DRS,0.7895243665015759
NOA,0.7887546474609339
BOOM,0.7882176440089221
UCTT,0.7871931151310365
UMC,0.7867263483934623
IEX,0.785538116362384
THM,0.7850850444500599
CGNX,0.7834197994719857
LITE,0.7826139832531873
WK,0.7815339885750535
ERIE,0.7801852750444279
CHDN,0.7781239661084552
ASG,0.7776511290238116
BALL,0.7765291923458183
KAI,0.7759442417080203
MTLS,0.77495709766191
BTTR,0.7742348193680687
APD,0.7737581907157771
TPL,0.7725865825875858
GFI,0.7722613457555219
TXN,0.7704926719946694
NVCR,0.7702809610928152
CLAR,0.7700842483370623
OMCL,0.7695525729174838
GTLS,0.7692238623898326
PWR,0.7678008060972745
GCTK,0.7677053050060654
CTLT,0.7672351074465361
WPM,0.7670345613510241
IOVA,0.766223040475608
TRI,0.7661098342040245
INFU,0.7661097488411784
JOUT,0.7652927705261154
RILY,0.7632554788751905
SONY,0.7618183480127667
TNET,0.7605315046062562
STE,0.7604351466805829
CRL,0.7591756809398411
ABT,0.7588427320903817
MDGL,0.7578433385639554
WDFC,0.7576613666760653
V,0.7575444312035364
AREN,0.757491295747982
MSEX,0.7566374806404501
APT,0.7555053042182172
SHW,0.7550964393877843
MRCY,0.7523272195161298
IRDM,0.7515795979295222
SRPT,0.750389927321483
FMC,0.7487131144472783
CDXS,0.7480104641964603
ETN,0.7476880456069308
MKSI,0.7469162182723129
ANET,0.7465903841595519
USLM,0.7446837655089006
PLD,0.743837202819249
MSB,0.7432948561488508
MHH,0.742241537488522
HAE,0.7406635236572989
BIP,0.7405716647666981
Z,0.7403417969737158
FORM,0.7393457814487214
BPMC,0.7391398483860662
RTO,0.7385675247170036
ATLC,0.7378946721833197
WLDN,0.7369173226701053
AUPH,0.7356456303551457
LBRDK,0.7352410471163274
TFX,0.7347194970564671
CRM,0.7345941042187883
ITW,0.7327133826529258
MCO,0.7326202418168745
CHCT,0.732047195838513
KWR,0.7317592594359329
EQIX,0.7317505728596285
EW,0.7311088474310801
KTOS,0.728800878590841
GMAB,0.7275609035443535
NYT,0.7270742104931894
GNSS,0.7266070853882601
IBP,0.7249380192637398
XYL,0.7244825113209016
XEL,0.7242306276144335
GOLD,0.7237353100466264
KGC,0.7221958442526093
FNV,0.7219004207674049
ICLR,0.7198292146806917
PJT,0.719683134775277
CC,0.7195676260342934
LBRDA,0.7190704386633212
SBAC,0.7190643267589678
SUI,0.7185902574293499
AMT,0.7178835870038637
DXCM,0.7175801128183202
CSWI,0.7164972450436804
NSC,0.7142370589263511
ZG,0.7135435768779317
INSG,0.7135185475425372
FTNT,0.7132927740296968
LIN,0.7128873872636797
PFSI,0.7121614959179311
WEC,0.7121139855137101
NSA,0.7112507805406006
APO,0.71097689634541
DYAI,0.7107835815915429
APH,0.7098639871665442
RGLD,0.709313604877459
EBR,0.7085178415245343
ELLO,0.7077798043481225
LGO,0.7065684710137925
MOH,0.7044873014634568
KURA,0.7034899508419531
SMTC,0.7025533553231594
AVAV,0.7016950146974554
AMTX,0.701494301141798
PRTS,0.7010123394383728
TDG,0.700960234804299
NDSN,0.7001983194713194
NEP,0.7001888144118616
QCOM,0.6994044073143078
BCLI,0.6993142333742014
CHN,0.6987992650610497
PENN,0.6983685641423482
ESE,0.6983495999564715
HD,0.6981864804969344
CAT,0.6981356149149169
DSGX,0.6979766743114413
TDF,0.6977708562717722
MCHP,0.6976613734098303
TMQ,0.697546329612699
MSI,0.6973727517405399
CMI,0.6964237508493957
DIOD,0.6959578842170616
TFII,0.6951609061043638
LHX,0.6943681626044135
MU,0.694354140683563
OESX,0.6939697350425311
EXEL,0.6938488762499342
LNW,0.6937957636042326
FAST,0.6933239221274705
AQN,0.6931198209212122
TRNS,0.692838077158826
BYON,0.6925282932256217
UNP,0.691071861354361
CCLD,0.6907330425647081
ODV,0.6899502838526822
TTC,0.6899292088678046
STXS,0.6896074318875623
WRN,0.6888578393451542
LGIH,0.6888317127370143
BYRN,0.6875048248727573
ACN,0.6865488247348562
LEU,0.6855256143784962
NTES,0.6847137719637814
RH,0.6842429780528777
ELMD,0.6839967577029182
LDOS,0.6827931665149048
WRB,0.6825405319166986
MMC,0.6819478253990665
CODA,0.6812770149478846
RBA,0.6800002422792858
PLBC,0.6798890792985925
SMG,0.6796038111760164
MKC,0.6786182896291232
MBUU,0.6784714986484847
WKHS,0.6770428884594907
ASTH,0.6744976142131227
DLB,0.6744808456533805
ABR,0.6743846643536847
SPNS,0.6736443541688805
AVY,0.6730055337144829
LTRX,0.6722596357944061
VS,0.6716103499131038
RZLT,0.6712966517954461
AZPN,0.6690072246961662
SSRM,0.6680895241868684
VGZ,0.6680762778402132
FSI,0.6676079201215431
AAON,0.6671078678536663
JYNT,0.6665498420193532
PG,0.6662853548925611
CWT,0.664946457049869
ATHM,0.6647209286030139
TAIT,0.6638171005071825
EGAN,0.6637770229499641
PH,0.660987588084756
GDOT,0.6606701735482384
CORT,0.6605010003646327
ATEC,0.6601291749470982
CNS,0.6591944093813691
DOV,0.6588564002263596
NXPL,0.6587990464595739
GPN,0.6585457872610118
ATSG,0.6579001207059406
AG,0.6574171976485549
GBR,0.6572217952349918
HIVE,0.6568430234913925
SYK,0.6566420966747777
BMI,0.6562219891898688
ROK,0.6562168929546325
AU,0.6562072777157101
CDZI,0.6547440289681222
ISDR,0.6543702514269741
TCX,0.6536438968284741
CP,0.6535260468377434
MTZ,0.6533427078530443
FCN,0.6526214743880724
SOTK,0.6524870674884703
BXC,0.6524419029860803
RVTY,0.6521691261243823
ADC,0.6519087175810248
PMN,0.6509085942556834
VALE,0.6504893864545584
J,0.6499535096335419
CBZ,0.6494158945652275
LNT,0.6492073434872319
RPD,0.6490865969766391
BFC,0.6484478869988706
BOOT,0.6479823989299446
CTGO,0.6478732511842372
SAVA,0.6473624093547384
PCAR,0.6464254855313786
ENSG,0.6456215442043381
AACG,0.6454888183699832
SIEB,0.6452535889642411
TYL,0.64454476081374
CMS,0.6442557477274765
NMIH,0.6439394795544512
PRTG,0.642687811759235
ALTS,0.6425008346593049
AEM,0.642304045810266
XPO,0.6417017149296536
BFAM,0.6412401246938697
UONE,0.6411787942807536
ELS,0.6410695815402394
MODV,0.6399934900768416
LOB,0.6399575013043745
SSD,0.6396630493113125
SLNH,0.6393645490522506
MMSI,0.639100226204618
LNTH,0.6390920098777463
HUM,0.6386476232370084
GOOG,0.6379163187628654
TECK,0.6364710392663853
BLNK,0.63631641263907
DLHC,0.635920671991924
NOTV,0.6357900922772599
IRT,0.635682020952815
BMRA,0.6354917883314071
JD,0.634672242521064
ASA,0.63426430523142
STRL,0.6341367510951532
PRI,0.633811590721154
NAK,0.6337424553045449
NVEE,0.6337103834499151
TRMB,0.6334637687574165
AON,0.6332596474432057
ACV,0.6330913497557955
QNST,0.6330312737807894
ALG,0.632918525820568
RLMD,0.6323744424548594
SID,0.6316431181869435
CWEN,0.6316220216849563
NXE,0.63087162810174
RCKY,0.6305719456097093
NVRO,0.629974164632835
VRSN,0.627595773272966
PIPR,0.6275913844039847
TGT,0.627019279517423
FIS,0.6270083074194864
CHD,0.6259986998378293
DSWL,0.6256917071938207
PTC,0.6255932331497394
HON,0.6253940787212393
BAX,0.6251483097108866
AGYS,0.6244619553218045
CLF,0.6223343751720425
CALX,0.6219211909341325
MITK,0.6214898073089977
AEIS,0.6213592584010057
MRTN,0.6211506858199589
ADI,0.6203174698807544
RCEL,0.6195397926834793
NEPH,0.6187345899841457
BX,0.618539147287591
POWI,0.6185112818035745
CCI,0.6184683060655165
META,0.6182999332908174
LII,0.6182969044453769
KNW,0.6169447577078253
JKHY,0.6165887390294474
EVRI,0.6165062242921397
CENT,0.6161352373578056
TFIN,0.6160288937704277
WKSP,0.6150803719591396
CTLP,0.6149612739271039
MCD,0.6147755788063719
COHR,0.6144928924460915
MGRC,0.6137416196485064
SCL,0.6136846301265592
GOOGL,0.6135356443799784
AMSC,0.6130777515435502
IQV,0.6122887637757327
COO,0.611946768816227
EHC,0.6087125369879376
FORTY,0.6086444556450085
DMAC,0.6080821515596962
AKTS,0.6073901478173247
FCPT,0.6073889502941353
RUSHA,0.6066770543670945
MTN,0.6065181971931363
POCI,0.6063681283661088
PHG,0.6056981001188534
AES,0.6056461164293137
FN,0.6042626437727547
AEE,0.6037906609265327
DOOO,0.6033325922167261
WD,0.6032704227580723
MPW,0.6030535001797501
ADX,0.6030489087921276
MGIC,0.6028188503436367
INM,0.6020547396739816
TWN,0.6014424222309507
AGM,0.6010782565303368
ROST,0.6000129783324433
FCAP,0.5986770853335988
CDE,0.598363683689708
WSO,0.5983077455189153
CPHI,0.5982019825526524
RIO,0.5981958040302389
SJW,0.598126019518722
RDNT,0.5975190359121936
XNCR,0.5965351865454118
LMAT,0.595838847926815
KRO,0.5950129609698895
BEEM,0.5949425635320785
GGB,0.5949020763574374
CSQ,0.5946038352818048
ROP,0.5941578373959602
AGI,0.5939604631515901
PRDO,0.5939519651637281
FI,0.5939208447618644
LINC,0.5937728965832413
FR,0.5934707893475426
YUM,0.5933726732796817
CACI,0.593031523832047
FDBC,0.5927383842662215
NG,0.5926205291243047
WOLF,0.5925055187596726
NRG,0.5905632923213042
GRBK,0.5904392041602193
HDB,0.5902310753032273
WDAY,0.5900820318975956
RAMP,0.5900707639904965
RIME,0.5894729198388684
CRVL,0.5891036008225717
SBSW,0.5888892302319412
CCD,0.5887693905829791
ALB,0.5885782598150124
RICK,0.5885544752744742
LOW,0.5883576432114853
NSIT,0.5873897309465552
QRVO,0.5870176919459517
DLR,0.5863761067987885
KDP,0.5854434126296743
FSM,0.5853856249230744
URI,0.5852008351163485
TKR,0.5847820204686782
ES,0.5843972111742192
SQM,0.5841203203601844
SPSC,0.5836454975881081
RVP,0.5833109176186091
NVR,0.5830999418748111
KLIC,0.5829443054150727
ELV,0.5828464473697919
WRLD,0.5810978566080359
ADP,0.580742909387986
CNMD,0.5805022866057226
AXGN,0.5800577081455066
NIE,0.5791216940172231
PHM,0.5788604208724708
HL,0.578840317019685
EOS,0.5784967810572108
NNI,0.5780283771454744
LSTR,0.5775209590603686
BCV,0.5767542098447496
TCI,0.5762189989469332
MLAB,0.575872229299561
WTS,0.5757989656841103
WEN,0.5754926358073227
MULN,0.5749676973612713
BHP,0.5746671951715687
PCSA,0.5741934401039572
ARMN,0.5739900024352554
AXTI,0.5737826990506136
AUMN,0.5737216680938619
AME,0.5730040401221398
JKS,0.5729369797370789
GLDD,0.5729312000095851
